CS Computers,,--,--,--,176,561,329,190,--,--,--,--,--,78,--,--,64,--,--,480,--,--,--,--,--
CY CS- Cyber,,--,--,--,551,--,--,--,--,--,--,--,--,--,--,--,388,--,1084,1619,--,--,--,--,--
Security,,,,,,,,,,,,,,,,,,,,,,,,,
EC Electronics,,686,--,--,198,--,--,--,--,--,--,--,--,406,--,--,192,--,259,443,--,--,--,--,--
EE Electrical,,--,--,--,320,--,--,--,--,--,--,--,--,--,--,--,128,486,--,501,--,--,--,--,--
EI Elec. Inst. Engg,,--,--,--,2262,--,--,--,--,--,--,--,--,--,--,--,1204,--,--,4636,--,14244,--,--,--
ET Elec. Telecommn.,,--,--,--,1202,--,--,--,--,--,--,--,--,--,--,--,569,--,1859,4262,--,--,--,--,--
Engg.,,,,,,,,,,,,,,,,,,,,,,,,,
IE Info.Science,,734,--,--,273,--,--,--,--,--,--,--,--,--,--,--,214,--,275,1093,1856,--,--,--,--
IM Ind. Engg. Mgmt.,,--,--,--,7634,--,12545,--,--,--,--,--,--,--,--,--,3106,--,--,--,--,--,--,--,--
MD Med.Elect.,,--,--,--,10683,--,--,--,--,--,--,--,--,--,--,--,8781,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,--,--,--,--,--,--,--,--,--,271,--,--,266,472,284,664,--,--,608,--,--
7,E007,Dayananda Sagar College of Engineering,,,,Bangalore,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AE Aeronaut.Engg,,2447,--,--,791,--,--,--,--,--,--,--,7766,--,--,--,697,--,--,--,--,--,1279,--,--
AI Artificial,,--,--,--,--,--,--,--,--,--,815,--,--,--,--,--,593,--,1408,--,--,--,5358,--,--
Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,
AU Automobile,,--,--,--,--,--,--,5931,--,--,4422,--,--,--,--,--,1728,--,2212,--,--,--,--,--,--
BT Bio Technology,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15893,--,--,--,--,--,--,--,--
CD Computer Sc. and,,--,--,--,1418,--,--,--,--,--,--,--,--,--,--,--,872,--,2220,2717,--,--,--,--,--
Design,,,,,,,,,,,,,,,,,,,,,,,,,
CE Civil,,--,--,4786,2546,--,--,4272,--,--,--,--,--,1990,--,--,1926,2002,2706,1966,--,--,--,--,--
CH Chemical,,--,--,--,13097,--,--,--,--,--,--,--,--,--,--,--,8012,--,9907,--,--,--,--,--,--
CS Computers,,975,--,--,485,--,896,745,--,--,403,--,--,380,710,--,374,--,589,1309,--,1484,1213,--,--
EC Electronics,,810,--,--,1066,--,1318,721,--,--,653,--,--,768,--,--,626,724,807,2238,--,3993,--,--,--
EE Electrical,,--,--,--,447,1031,--,864,--,--,--,--,--,741,--,--,397,--,455,963,--,--,--,--,--
EI Elec. Inst. Engg,,--,--,--,3248,--,--,--,--,--,--,--,--,--,--,7148,2329,--,--,7513,--,--,--,--,--
ET Elec. Telecommn.,,2505,--,--,6774,--,--,--,--,--,--,--,--,2040,--,--,1748,2325,3202,4558,--,--,--,--,--
Engg.,,,,,,,,,,,,,,,,,,,,,,,,,
IE Info.Science,,1133,--,--,778,--,1829,--,--,--,--,--,--,--,--,--,713,--,--,1689,1914,--,--,--,--
MD Med.Elect.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14394,--,--,--,--,--,--,--,--
ME Mechanical,,1114,--,--,1171,--,--,--,--,--,--,--,--,1465,--,--,1046,1051,1126,1144,--,2618,--,--,--
8,E008,Bangalore Institute of Technology,,,Bangalore,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AI Artificial,,--,--,--,--,--,--,2685,--,--,--,--,--,--,--,--,1157,--,--,--,--,--,4258,--,--
Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,
CE Civil,,3786,--,4951,3098,--,--,6753,--,--,--,--,--,2889,--,--,2148,2665,2219,2832,--,--,--,--,--
CS Computers,,--,--,--,753,773,--,--,--,--,663,--,--,784,--,990,624,--,764,1355,--,--,--,--,--
EC Electronics,,--,--,--,1382,--,2307,1288,--,--,--,--,--,910,--,--,677,856,1329,1872,--,--,--,--,--
EE Electrical,,--,--,--,--,--,--,--,--,--,520,--,--,--,--,--,512,--,534,--,--,--,943,--,--
EI Elec. Inst. Engg,,--,--,--,6980,--,--,--,--,--,3992,--,--,--,--,--,2720,--,--,--,--,--,--,--,--
ET Elec. Telecommn.,,--,--,--,7238,--,--,--,--,--,--,--,--,--,--,--,1840,--,2524,2592,--,--,--,--,--
Engg.,,,,,,,,,,,,,,,,,,,,,,,,,
IE Info.Science,,2169,--,--,982,--,--,1461,--,--,--,--,--,--,--,--,905,--,1076,1896,3830,--,--,--,--
IM Ind. Engg. Mgmt.,,--,--,--,14135,--,--,--,--,--,--,--,--,--,--,--,7726,--,--,14373,--,--,--,--,--
ME Mechanical,,3153,--,--,2053,--,--,--,--,--,--,--,--,1898,--,--,1478,1485,1693,3238,--,6882,--,--,--
9,E009,P E S University (Ring Road Campus),,,,Bangalore,,,,,,,,,,,,,,,,,,,
,,,,,,DIPLOMA LATERAL ENTRY CUTOFF RANK OF DCET-2022 - FIRST ROUND ALLOTMENT ( GENERAL ),,,,,,,,,,,,,,,,,,,
9,E009,P E S University (Ring Road Campus),,,Bangalore,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AR Architecture,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,--,--,--,--,--,--,--,--
CS Computers,,525,--,--,272,--,637,408,--,--,245,826,--,213,--,--,208,--,302,764,--,1004,--,--,--
EC Electronics,,--,--,--,270,--,--,--,--,--,268,--,382,256,--,--,240,368,364,378,--,--,--,--,--
EE Electrical,,--,--,--,150,--,--,--,--,1468,--,--,--,--,--,--,129,--,--,384,--,--,--,--,--
ME Mechanical,,--,--,--,913,--,--,--,--,--,--,--,--,--,--,--,299,--,861,922,--,--,--,--,--
11,E011,M V J College of Engineering,,Bangalore,,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AE Aeronaut.Engg,,--,--,--,12517,--,--,--,--,14123,--,--,--,12886,--,--,7951,13424,--,10660,--,--,--,--,--
AI Artificial,,--,--,--,--,--,--,9322,--,--,7098,--,--,--,--,--,6477,--,6923,--,--,--,--,--,--
Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,
CD Computer Sc. and,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10595,--,--,15805,--,--,--,--,--
Design,,,,,,,,,,,,,,,,,,,,,,,,,
CE Civil,,--,--,--,7501,--,--,8351,--,--,--,--,--,--,--,--,6104,--,--,--,--,--,--,--,--
CH Chemical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10984,--,--,--,--,--,--,--,--
CS Computers,,3935,--,--,3507,4958,7664,4685,--,--,3767,--,--,3433,--,--,3075,--,3596,3947,--,12933,--,--,--
DS Comp. Sc. Engg-,,--,--,--,--,--,--,--,--,--,--,--,--,6964,--,--,6917,10354,--,--,--,--,10628,--,--
Data Sc.,,,,,,,,,,,,,,,,,,,,,,,,,
EC Electronics,,3504,--,--,3939,--,--,--,--,--,--,--,--,3394,--,4522,3328,--,3619,8836,9309,--,--,--,--
EE Electrical,,--,--,--,2614,--,3070,--,--,--,--,--,--,--,--,--,1949,--,--,4102,--,--,--,--,--
IE Info.Science,,7509,--,--,6973,--,--,--,--,--,--,--,--,5067,--,--,4983,6740,--,12894,--,--,--,--,--
ME Mechanical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3588,--,3731,--,--,--,5345,--,--
OT Industrial IOT,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SE Aero Space Engg.,,15540,--,--,10122,--,--,--,--,--,8345,--,--,--,--,--,1890,--,--,--,--,--,--,--,--
12,E012,Sir M.Visveswaraya Institute of Technology,,,,,"Hunasemaranahalli,Bangalore,",,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
BT Bio Technology,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,,--,--,8312,3812,--,--,--,--,--,--,--,--,--,--,--,2763,--,--,3466,--,--,--,--,--
CS Computers,,3897,--,--,1719,--,--,--,--,--,1693,--,--,--,--,--,1682,1697,2332,2399,--,--,--,--,--
EC Electronics,,--,--,--,2096,--,--,3483,--,--,--,--,--,1920,--,3805,1457,--,1821,3304,--,--,--,--,--
EE Electrical,,--,--,--,1901,--,2627,2764,--,--,--,--,--,--,--,--,1645,--,--,2854,4069,--,--,--,--
IE Info.Science,,--,--,--,2386,--,--,--,--,--,--,--,--,--,--,--,2365,--,2453,4042,--,--,--,--,--
ME Mechanical,,4653,--,--,3327,--,--,--,--,--,--,--,--,3705,--,--,2909,3060,--,4891,--,5392,--,--,--
TC Telecommn.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12126,--,--,--,--,--,--,--,--
13,E013,Ghousia Engineering College,,Ramanagara,,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,14092,--,--,8297,--,--,8792,--,--,--,--,--,--,--,--,7750,--,--,--,--,--,--,--,--
CS Computers,,--,--,--,14556,--,--,--,--,--,--,--,--,--,--,--,8797,10322 10565,--,--,--,--,--,--,
EC Electronics,,--,--,--,7743,--,--,--,--,--,--,--,--,--,--,--,5488,--,9225,13914,--,--,--,--,--
EE Electrical,,--,--,--,5206,--,--,--,--,--,--,--,--,--,--,--,4541,--,--,6906,--,9037,--,--,--
ME Mechanical,,--,--,--,--,--,--,--,--,--,8006,--,--,--,--,--,7593,--,8725,--,--,--,--,--,--
14,E014,S J C Institute of Technology,,Chickballapur,,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AE Aeronaut.Engg,,--,--,--,11201,--,--,--,--,--,--,--,--,--,--,--,11152,--,--,--,--,--,12701,--,--
"CA CS (AI, Machine",,--,--,--,13794,--,--,--,--,--,--,--,--,--,--,--,6732,11044,--,13230,--,--,--,--,--
Learning),,,,,,,,,,,,,,,,,,,,,,,,,
CE Civil,,--,--,--,8821,--,--,--,--,--,6560,--,--,--,--,--,6255,--,6451,8123,--,--,--,--,--
CK Civil Engg,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15172,--,--,--,--,--,--,--,--
(Kannada),,,,,,,,,,,,,,,,,,,,,,,,,
CS Computers,,--,--,--,7894,--,--,7845,--,--,--,--,--,8043,--,--,5389,6445,7087,12984,--,--,--,--,--
EC Electronics,,5363,--,--,5705,--,9186,--,--,--,--,--,--,7134,--,--,5051,--,5369,7706,12663,--,6127,--,--
IE Info.Science,,--,--,--,9263,--,--,--,--,--,--,--,--,9087,--,--,8855,11613,--,16509,--,--,--,--,--
ME Mechanical,,--,--,--,5187,--,--,--,--,--,--,--,--,--,--,--,3784,--,5764,7499,--,--,--,--,--
SE Aero Space Engg.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15693,--,--,--,--,--,--,--,--
15,E015,Dr.T.Thimmaiah Institute of Technology,,,,BANGARAPET -TQ kolar District,,,,,,,,,,,,,,,,,,,
,,,,,,DIPLOMA LATERAL ENTRY CUTOFF RANK OF DCET-2022 - FIRST ROUND ALLOTMENT ( GENERAL ),,,,,,,,,,,,,,,,,,,
15,E015,Dr.T.Thimmaiah Institute of Technology,,,,BANGARAPET -TQ kolar District,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7301,8815,--,--,--,--,--,--,--
CS Computers,,--,--,--,9533,--,12047,--,--,--,--,--,--,8276,--,--,5636,--,--,6133,--,--,--,--,--
EC Electronics,,13586,--,--,--,--,--,13696,--,--,--,--,--,--,--,--,8759,--,10817,--,--,--,--,--,--
EE Electrical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2336,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,6948,--,--,--,--,--,--,--,--,--,--,--,2154,--,--,5562,--,7862,--,--,--
MN Mining,,--,--,--,9857,--,--,--,--,--,--,--,--,--,--,--,2849,--,6532,3303,--,--,--,--,--
Engineering,,,,,,,,,,,,,,,,,,,,,,,,,
16,E016,Siddaganga Institute of Technology,,,Tumkur,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
"AD Artificial Intel,",,4019,--,--,--,--,--,--,--,--,1153,--,--,--,--,1306,783,--,--,--,--,--,1673,--,--
Data Sc,,,,,,,,,,,,,,,,,,,,,,,,,
AR Architecture,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,--,--,--,--,--,--,--,--
BT Bio Technology,,--,--,--,--,--,--,--,--,--,14922,--,--,--,--,--,13807,--,--,--,--,--,--,--,--
CE Civil,,2595,--,--,--,--,--,8101,--,--,--,--,--,--,--,--,1833,--,1942,--,--,--,--,--,--
CH Chemical,,--,--,--,13088,--,--,--,--,--,--,--,--,--,--,--,10038 12978,--,--,--,--,--,--,--,
CS Computers,,--,--,--,418,--,502,1446,--,--,--,--,--,640,--,--,412,600,--,756,--,--,--,--,--
EC Electronics,,1052,--,--,862,--,--,--,--,--,--,--,--,795,--,--,704,--,705,1824,2176,--,--,--,--
EE Electrical,,--,--,--,1222,--,--,--,--,--,--,--,--,--,--,--,352,--,--,1392,--,2125,--,--,--
EI Elec. Inst. Engg,,--,--,--,2282,--,--,--,--,--,--,--,--,--,--,--,1411,--,4131,2103,--,--,--,--,--
ET Elec. Telecommn.,,--,--,--,1740,--,9739,--,--,--,--,--,--,--,--,--,1128,--,--,3251,--,--,--,--,--
Engg.,,,,,,,,,,,,,,,,,,,,,,,,,
IE Info.Science,,--,--,--,793,--,--,--,--,--,--,--,--,--,--,--,466,--,--,1001,--,7002,--,--,--
IM Ind. Engg. Mgmt.,,--,--,--,5949,--,--,--,--,--,--,--,--,--,--,--,3090,--,5334,8362,--,--,--,--,--
ME Mechanical,,--,--,--,1025,--,--,--,--,--,--,--,--,870,--,--,603,620,857,1559,--,--,--,--,--
17,E017,Sri Siddartha Institute of Technology,,,,Tumkur,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,5880,--,--,--,--,5656,9690,--,--,--,--,--,3988,--,--,3797,--,--,--,--,--,--,--,--
CS Computers,,--,--,--,2413,--,--,--,--,--,--,--,--,--,--,--,2082,--,3938,4280,--,--,--,--,--
EC Electronics,,--,--,--,2639,--,--,--,--,--,--,--,--,--,--,--,1819,--,--,7515,--,8800,--,--,5157
EE Electrical,,--,--,--,3328,--,--,--,--,--,--,--,--,--,--,--,2724,--,3829,4080,--,--,--,--,--
ET Elec. Telecommn.,,--,--,--,--,--,--,--,--,--,6733,--,--,--,--,--,5201,--,--,--,--,--,--,--,--
Engg.,,,,,,,,,,,,,,,,,,,,,,,,,
IE Info.Science,,--,--,--,--,--,--,3287,--,--,--,--,--,--,--,--,2860,--,--,8741,--,--,--,13721,--
MD Med.Elect.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15380,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2094,--,--,--,--,--,6171,--,--
18,E018,Kalpatharu Institute of Technology,,,Tiptur,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,--,--,--,8336,--,--,--,--,--,7371,--,--,--,--,--,5360,--,6635,--,--,--,9138,--,--
CS Computers,,11249,--,--,7102,--,7362,--,--,--,--,--,--,5066,--,--,4827,--,--,9129,12087,--,--,--,--
EC Electronics,,--,--,--,5834,--,--,10985,--,--,--,--,--,--,--,--,4909,8058,5826,7983,--,--,--,--,--
IE Info.Science,,--,--,--,11978,--,--,--,--,--,--,--,--,--,--,--,10635,--,--,11459,--,--,--,--,--
ME Mechanical,,--,--,--,8409,--,--,--,--,--,--,--,--,--,--,--,4144,--,7547,10212,--,--,--,--,--
21,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.),,,,,,,,Mysore,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,--,--,--,--,--,--,--,--,--,1047,--,--,--,--,--,875,876,--,--,--,--,--,--,--
CS Computers,,--,--,--,100,--,--,--,--,--,--,--,--,--,--,--,40,--,132,619,--,--,--,--,--
EC Electronics,,--,--,--,153,--,--,--,--,--,--,--,--,--,--,--,152,--,--,895,--,2055,--,--,--
EE Electrical,,--,--,--,401,--,754,--,--,--,--,--,--,--,--,--,125,--,--,929,--,--,--,--,--
"EL Electronics,",,--,--,--,1020,--,--,--,--,--,--,--,--,1494,--,--,775,--,--,--,9914,--,--,--,--
Instr. Tech.,,,,,,,,,,,,,,,,,,,,,,,,,
EN Environmental,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3003,--,8977,--,--,--,15894,--,--
IP Ind.Prodn.,,--,--,--,4593,--,--,--,--,--,--,--,--,--,--,--,1001,--,5365,3922,--,--,--,--,--
ME Mechanical,,696,--,--,--,--,--,--,--,4557,--,--,--,862,--,--,131,--,--,--,--,--,--,--,--
PT Polymer Tech.,,--,--,--,5789,--,--,--,--,--,--,--,--,--,--,--,2654,--,--,7955,--,--,--,--,--
22,E022,The National Institute of Engineering(SOUTH CAMPUS),,,,,,Mysore,,,,,,,,,,,,,,,,,
,,,,,,DIPLOMA LATERAL ENTRY CUTOFF RANK OF DCET-2022 - FIRST ROUND ALLOTMENT ( GENERAL ),,,,,,,,,,,,,,,,,,,
22,E022,The National Institute of Engineering(SOUTH CAMPUS),,,,,,Mysore,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,1340,--,--,1234,--,--,--,--,--,--,--,--,1737,--,--,1033,1118,1156,1604,--,--,--,--,--
EC Electronics,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,84,--,--,--,--,491,517,--,--
