EE Electrical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1039,--,--,--,--,2239,1500,--,--
EI Elec. Inst. Engg,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14349,--,--,--,--,--,--,--,--
IM Ind. Engg. Mgmt.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14262,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,1399,--,--,--,--,--,--,--,--,1553,--,--,1295,--,1407,2767,5045,--,--,--,--
TC Telecommn.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11764,--,--,--,--,--,--,--,--
5,E005,R. V. College of Engineering,,Bangalore,,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
BT Bio Technology,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,,662,--,--,187,1058,--,--,--,--,--,--,--,171,--,--,155,--,--,383,--,2072,--,--,--
CH Chemical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9600,--,--,--,--,--,--,--,--
CS Computers,,--,--,--,183,--,1081,340,--,--,--,--,--,140,--,--,131,--,153,508,809,--,--,--,--
EC Electronics,,129,--,--,73,--,--,--,--,--,--,--,--,76,--,--,45,95,170,913,--,3154,--,--,--
EE Electrical,,--,--,--,118,--,--,--,--,--,--,--,--,--,--,--,116,--,150,320,--,--,--,--,--
EI Elec. Inst. Engg,,--,--,--,2031,--,--,--,--,--,--,--,--,--,--,4126,1057,--,--,2894,--,--,--,--,--
IE Info.Science,,--,--,--,879,--,1408,--,--,--,--,--,--,--,--,--,179,--,--,741,--,--,--,--,--
IM Ind. Engg. Mgmt.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1349,--,1923,--,--,--,--,--,--
ME Mechanical,,209,--,--,36,--,--,--,--,--,--,--,--,--,--,--,21,100,134,227,--,--,--,--,--
SE Aero Space Engg.,,1393,--,--,--,--,--,348,--,--,1536,--,--,--,--,--,74,--,--,--,--,--,--,--,--
TC Telecommn.,,--,--,--,459,--,--,--,--,--,--,--,--,--,--,--,331,--,3141,--,--,--,--,--,--
6,E006,M S Ramaiah Institute of Technology,,,Bangalore,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AR Architecture,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,50,--,--,--,--,--
BT Bio Technology,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,,--,--,--,720,1511,--,--,--,--,384,--,--,927,--,--,382,--,--,852,--,2995,--,--,--
CH Chemical,,--,--,--,--,--,--,--,--,--,12775,--,--,--,--,--,7106,--,10870,--,--,--,--,--,--
CS Computers,,--,--,--,411,--,--,664,--,--,--,--,--,299,--,--,253,324,335,1273,--,--,--,--,--
,,,,,,DIPLOMA LATERAL ENTRY CUTOFF RANK OF DCET-2020 - FIRST ROUND ALLOTMENT ( GENERAL ),,,,,,,,,,,,,,,,,,,
6,E006,M S Ramaiah Institute of Technology,,,Bangalore,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
EC Electronics,,452,--,--,191,--,885,--,--,--,--,--,--,207,--,--,181,--,--,641,--,--,--,--,--
EE Electrical,,--,--,--,--,--,--,451,--,--,290,--,--,--,--,--,213,--,288,--,--,--,--,--,--
EI Elec. Inst. Engg,,--,--,--,4621,--,--,--,--,--,--,--,--,--,--,2930,1100,--,--,8143,--,--,--,--,--
IE Info.Science,,700,--,--,713,--,--,--,--,--,--,--,--,--,--,--,570,--,1423,4837,9881,--,--,--,--
IM Ind. Engg. Mgmt.,,--,--,--,4817,--,8775,--,--,--,--,--,--,--,--,--,2739,--,5889,16089,--,--,--,--,--
MD Med.Elect.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9393,--,--,--,--,--,--,--,--
ME Mechanical,,355,--,--,251,--,--,--,--,--,--,--,--,298,--,--,200,229,239,781,--,2620,621,--,--
TC Telecommn.,,--,--,--,4442,--,--,--,--,--,--,--,--,--,--,--,2618,--,7580,--,--,--,--,--,--
7,E007,Dayananda Sagar College of Engineering,,,,Bangalore,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AE Aeronaut.Engg,,--,--,--,--,--,--,--,--,--,8270,--,11710,--,--,--,1413,--,--,--,--,--,--,--,--
AR Architecture,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AU Automobile,,--,--,--,8483,--,--,--,--,--,7443,--,--,10718,--,--,7015,--,9308,--,--,--,--,--,--
BT Bio Technology,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,,--,--,--,4802,5398,9167,--,--,--,4316,--,--,4256,--,--,4232,--,4510,4784,--,--,--,--,--
CH Chemical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,,1348,--,--,1326,--,--,1298,--,--,--,--,--,1089,--,--,782,1468,1158,3085,--,4578,--,--,--
CT Const. Tech.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14544,--,--,--,--,--,--,--,--
Mgmt.,,,,,,,,,,,,,,,,,,,,,,,,,
EC Electronics,,--,--,--,1234,--,3918,1993,--,--,--,--,--,1596,--,--,1189,--,2411,2487,4416,--,--,--,--
EE Electrical,,2578,--,--,2066,--,--,2139,--,--,--,--,--,--,--,--,2039,2120,2098,2202,--,--,--,--,--
EI Elec. Inst. Engg,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9352,--,--,--,--,--,--,--,--
IE Info.Science,,--,--,--,2296,--,--,4667,--,--,2231,--,--,--,9396,--,1949,--,--,10170,--,--,--,--,--
IM Ind. Engg. Mgmt.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15788,--,--,--,--,--,--,--,--
MD Med.Elect.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,,1716,--,--,1386,--,--,--,--,--,--,--,--,1545,--,--,1284,1352,1299,1338,--,3706,--,--,--
TC Telecommn.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11590,--,--,--,--,--,--,--,--
8,E008,Bangalore Institute of Technology,,,Bangalore,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,5774,--,--,4551,7872,9647,--,--,--,4303,--,--,--,--,--,3794,--,4375,4461,--,--,--,--,--
CS Computers,,--,--,--,1283,--,--,1315,--,--,--,--,--,1223,--,--,992,1264,1260,3275,--,7913,--,--,--
EC Electronics,,1718,--,--,1605,--,5724,2335,--,--,--,--,--,1607,--,--,1360,--,1637,2970,3966,--,--,--,--
EE Electrical,,--,--,--,--,--,--,--,--,--,1848,--,--,--,--,--,1829,--,1900,--,--,--,3228,--,--
EI Elec. Inst. Engg,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11996,--,--,--,--,--,--,--,--
IE Info.Science,,--,--,--,--,--,--,3159,--,--,1728,--,--,--,--,--,1638,1690,2541,--,--,--,--,--,--
IM Ind. Engg. Mgmt.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13578,--,--,--,--,--,--,--,--
ME Mechanical,,2277,--,--,2708,--,--,--,--,--,--,--,--,2103,--,--,2081,2188,2680,3946,--,7014,--,--,--
TC Telecommn.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15744,--,--,--,--,--,--,--,--
9,E009,P E S University (Ring Road Campus),,,Bangalore,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AR Architecture,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,--,--,--,--,--,--
BT Bio Technology,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,330,--,--,--,--,--,--,--,--
CS Computers,,3034,--,--,418,--,--,977,--,--,629,--,--,505,--,--,391,697,873,1563,--,5620,--,--,--
EC Electronics,,--,--,--,334,--,1161,--,--,--,--,--,--,266,--,--,241,--,536,2116,--,--,--,9472,--
EE Electrical,,--,--,--,339,--,--,--,--,--,--,--,1381,--,--,--,310,--,--,837,--,--,--,--,--
ME Mechanical,,897,--,--,376,--,--,--,--,724,--,--,--,--,--,--,281,--,--,925,--,--,--,--,--
10,E010,Islamia Institute of Technology,,,Bangalore,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13583,--,--,--,--,--,--,--,--
CS Computers,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8571,--,--,--,--,--,--,--,--
EC Electronics,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9738,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,,,,,DIPLOMA LATERAL ENTRY CUTOFF RANK OF DCET-2020 - FIRST ROUND ALLOTMENT ( GENERAL ),,,,,,,,,,,,,,,,,,,
11,E011,M V J College of Engineering,,Bangalore,,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AE Aeronaut.Engg,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16330,--,--,--,--,--,--,--,--
CE Civil,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15844,--,--,--,--,--,--,--,--
CH Chemical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13144,--,--,15017,--,--,--,--,--
EC Electronics,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13795,--,--,--,--,--,--,--,--
EE Electrical,,--,--,--,7505,--,--,--,--,--,--,--,--,--,--,--,3878,8909,5226,5355,--,--,--,--,--
IE Info.Science,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
MD Med.Elect.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,10959,--,--,--,--,--,--,--,--,16168,--,--,10737 12362 12202,,--,--,--,--,--,--,
SE Aero Space Engg.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6971,--,--,--,--,--,--,--,--
12,E012,Sir M.Visveswaraya Institute of Technology,,,,,"Hunasemaranahalli,Bangalore,",,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
BT Bio Technology,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,,--,--,9455,3183,--,--,--,--,--,--,--,--,--,--,--,2848,--,--,4460,--,--,--,--,--
CS Computers,,1962,--,--,2351,--,--,--,--,--,1997,--,--,--,--,--,1760,2183,3949,2168,--,--,--,--,--
EC Electronics,,--,--,--,4269,--,--,11296,--,--,--,--,--,2682,--,--,2427,--,2795,3521,--,--,--,--,--
EE Electrical,,--,--,--,4768,--,--,2782,--,--,--,--,--,--,--,--,2711,--,--,2843,11137,5688,--,--,--
IE Info.Science,,--,--,--,6021,--,--,--,--,--,--,--,--,--,--,--,3520,5676,9101,12785,--,--,--,--,--
IM Ind. Engg. Mgmt.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,,3379,--,--,3507,--,--,--,--,--,--,--,--,4443,--,--,2419,3837,2637,2814,--,--,--,--,--
TC Telecommn.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10991,--,--,--,--,--,--,--,--
13,E013,Ghousia Engineering College,,Ramanagara,,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15376,--,--,--,--,--,--,--,--
CS Computers,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13816,--,--,--,--,--,--,--,--
EC Electronics,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10871,--,--,--,--,--,--,--,--
EE Electrical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14218,--,--,--,--,--,--,--,--
IE Info.Science,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13761,--,--,--,--,--,--,--,--
14,E014,S J C Institute of Technology,,Chickballapur,,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AE Aeronaut.Engg,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15680,--,--,--,--,--,--,--,--
CE Civil,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15962,--,--,--,--,--,--,--,--
CS Computers,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12626,--,--,--,--,--,--,--,--
EC Electronics,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10494,--,--,--,--,--,--,--,--
IE Info.Science,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14190,--,--,--,--,--,--,--,--
SE Aero Space Engg.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
TC Telecommn.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
15,E015,Dr.T.Thimmaiah Institute of Technology,,,,BANGARAPET -TQ kolar District,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12092,--,--,--,--,--,--,--,--
CS Computers,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14135,--,--,--,--,--,--,--,--
EC Electronics,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8423,--,--,--,--,--,--,--,--
EE Electrical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6132,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14063,--,--,--,--,--,--,--,--
16,E016,Siddaganga Institute of Technology,,,Tumkur,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AR Architecture,,--,--,--,--,--,--,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BT Bio Technology,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,,--,--,--,--,--,--,--,--,--,375,--,--,--,--,986,362,--,--,--,--,--,1759,--,--
CH Chemical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,,,,,DIPLOMA LATERAL ENTRY CUTOFF RANK OF DCET-2020 - FIRST ROUND ALLOTMENT ( GENERAL ),,,,,,,,,,,,,,,,,,,
16,E016,Siddaganga Institute of Technology,,,Tumkur,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CS Computers,,2143,--,--,1364,--,1857,--,--,--,--,--,--,652,--,--,646,1505,--,5165,--,--,--,--,--
EC Electronics,,--,--,--,1167,--,--,--,--,--,--,--,--,742,--,--,579,--,854,1280,2195,--,--,--,--
EE Electrical,,--,--,--,--,--,2160,1172,--,--,--,--,--,--,--,--,367,--,--,1339,--,5632,--,--,--
EI Elec. Inst. Engg,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10725,--,--,--,--,--,--,--,--
IE Info.Science,,--,--,--,3795,--,--,--,--,--,--,--,--,--,--,--,1051,--,4142,10132,--,--,--,--,--
IM Ind. Engg. Mgmt.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15672,--,--,--,--,--,--,--,--
ME Mechanical,,2803,--,--,3009,--,--,--,--,--,--,--,--,2583,--,--,2577,2606,2957,4541,--,5009,--,--,--
TC Telecommn.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11664,--,--,--,--,--,--,--,--
17,E017,Sri Siddartha Institute of Technology,,,,Tumkur,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,--,--,--,14629,--,--,--,--,--,--,--,--,--,--,--,10048,--,--,10458,--,--,--,--,--
CS Computers,,--,--,--,10602,--,--,--,--,--,--,--,--,--,--,--,5395,--,10496,--,--,--,--,--,--
EC Electronics,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12874,--,--,--,--,--,--,--,--
EE Electrical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15805,--,--,--,--,--,--,--,--
IE Info.Science,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16605,--,--,--,--,--,--,--,--
IM Ind. Engg. Mgmt.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
MD Med.Elect.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15752,--,--,--,--,--,--,--,--
TC Telecommn.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
18,E018,Kalpatharu Institute of Technology,,,Tiptur,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,--,--,--,15137,--,--,14845,--,--,--,--,--,--,--,--,7753,--,--,9168,--,--,--,--,--
CS Computers,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12107,--,--,--,--,--,--,--,--
EC Electronics,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9400,--,--,--,--,--,--,--,--
IE Info.Science,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15537,--,--,--,--,--,--,--,--
21,E021,JSS Science and Technology University(Formerly SJCE),,,,,,Mysore,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,--,--,--,424,--,--,--,--,--,--,--,712,--,--,--,120,--,--,242,--,--,--,--,--
CS Computers,,--,--,--,190,--,--,--,--,5347,--,--,--,--,--,--,80,--,--,141,--,--,--,--,--
EC Electronics,,--,--,--,159,--,--,--,--,--,--,--,--,--,--,--,42,--,48,46,--,--,--,--,--
EE Electrical,,--,--,--,--,--,711,--,--,--,--,--,--,--,--,--,445,--,--,--,--,--,635,--,--
EI Elec. Inst. Engg,,--,--,--,2923,--,--,--,--,--,--,--,--,--,--,--,541,--,8603,8369,--,--,--,--,--
EN Environmental,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16234,--,--,--,--,--,--,--,--
IP Ind.Prodn.,,--,--,--,11544,--,--,--,--,--,--,--,--,--,--,--,11112,--,--,13937,--,--,--,--,--
ME Mechanical,,--,--,--,--,--,--,--,--,--,--,--,--,317,--,--,312,--,314,--,--,--,--,--,--
PT Polymer Tech.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8759,--,--,--,--,--,--,--,--
22,E022,The National Institute of Engineering,,,,Mysore,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,--,--,--,501,--,1108,--,--,--,304,--,--,596,--,--,286,470,--,723,--,--,--,--,--
EC Electronics,,--,--,1939,232,--,--,--,--,--,--,--,--,--,--,--,49,--,--,--,--,--,2092,--,--
EE Electrical,,--,--,--,--,--,--,1821,--,--,601,--,--,--,--,--,598,--,769,--,--,--,--,--,--
IP Ind.Prodn.,,--,--,--,9406,--,--,--,--,--,--,--,--,--,--,11084,1729,--,--,9999,--,--,--,--,--
ME Mechanical,,--,--,--,225,--,--,283,--,--,--,--,--,311,--,--,169,--,279,484,--,--,--,--,--
23,E023,P E S College of Engineering,,Mandya,,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AU Automobile,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12607,--,--,--,--,--,--,--,--
CE Civil,,--,--,--,2069,--,--,3036,--,--,--,--,--,--,--,--,1523,--,1814,2190,--,--,--,--,--
EC Electronics,,--,--,7508,577,--,--,--,--,--,--,--,--,--,--,--,564,--,--,1395,--,--,--,--,--
EE Electrical,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1666,1810,--,--,--,--,3187,--,--
IP Ind.Prodn.,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11805,--,--,--,--,--,--,--,--
ME Mechanical,,--,--,--,2819,--,3016,4047,--,--,--,--,--,2525,--,--,2455,--,2521,3005,--,--,--,--,--
,,,,,,DIPLOMA LATERAL ENTRY CUTOFF RANK OF DCET-2020 - FIRST ROUND ALLOTMENT ( GENERAL ),,,,,,,,,,,,,,,,,,,
24,E024,Malnad College of Engineering,,Hassan,,,,,,,,,,,,,,,,,,,,,
,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,,--,--,4847,--,--,--,2623,--,--,329,--,--,--,--,--,297,--,--,--,--,--,--,--,--
